Country,Headline,Sentiment,Confidence,Timestamp
UK,UPC: When Is Attempted Service Good Service? - Patent - United Kingdom - Mondaq News Alerts,Neutral,1.0,2025-02-27 16:55:09
US,"Trump plans tariffs on Mexico and Canada for Tuesday, while doubling existing 10% tariffs on China - The Associated Press",Neutral,1.0,2025-02-27 16:55:09
US,US Supreme Court allows Trump's freeze of foreign aid funding temporarily - Reuters,Neutral,0.97,2025-02-27 16:55:09
US,Pro-Palestinian Demonstrators Stage Sit-in at Barnard Over Expulsions - The New York Times,Neutral,1.0,2025-02-27 16:55:09
US,Trump and DOGE Escalate Layoffs of Federal Workers - The New York Times,Negative,0.96,2025-02-27 16:55:09
US,One Map Shows How Medicaid Cuts Could Affect Each State - Business Insider,Neutral,1.0,2025-02-27 16:55:09
US,Congress barrels toward shutdown deadline with few signs of progress on funding bill - CBS News,Negative,0.98,2025-02-27 16:55:09
US,‘Is anybody unhappy with Elon?’: What Donald Trump said about Musk in Cabinet meeting - The Times of India,Neutral,1.0,2025-02-27 16:55:09
US,Trump cancels oil deal in major blow to Venezuela - BBC.com,Neutral,0.73,2025-02-27 16:55:09
US,"US Attorney General hopes to release Epstein-related flight logs, names on Thursday - Reuters",Neutral,1.0,2025-02-27 16:55:09
US,Desi Lydic: Trump Just ‘Put a Cover Charge on America’ - The New York Times,Neutral,1.0,2025-02-27 16:55:09
US,Deputy DHS and OMB Secretary Nominees Testify at Confirmation Hearing - C-SPAN,Neutral,1.0,2025-02-27 16:55:10
US,Trump’s firing of military brass prompts concern but little pushback from Republicans - The Associated Press,Negative,1.0,2025-02-27 16:55:10
US,Who Is in DOGE? Tracking Its Staffers and Allies in the Federal Government - The New York Times,Neutral,1.0,2025-02-27 16:55:10
US,"As Trump’s deadline to eliminate DEI nears, few schools openly rush to make changes - The Associated Press",Neutral,0.98,2025-02-27 16:55:10
US,What we do and don’t know about Trump’s ‘very big deal’ on Ukraine’s mineral resources - CNN,Neutral,1.0,2025-02-27 16:55:10
US,Investigations into the Texas Lottery grow after courier controversy - The Texas Tribune,Negative,1.0,2025-02-27 16:55:10
US,Michigan Democratic Gov. Whitmer makes direct appeal to young men after sharp shift in election - The Associated Press,Neutral,1.0,2025-02-27 16:55:10
US,'Slap in the face:' Bongino appointment sends shockwaves through FBI - Reuters,Neutral,1.0,2025-02-27 16:55:10
US,GOP Gambles on Budget Plan That Helps the Rich and Cuts Aid to the Poor - The New York Times,Negative,0.9,2025-02-27 16:55:10
US,"Adan Manzano, Super Bowl reporter found dead in New Orleans hotel, had sedative drug in his system, police say - CBS News",Neutral,1.0,2025-02-27 16:55:10
US,"‘Fantasy’ AI Video, Shared by Trump, of Gaza as Luxury Resort Draws Scorn - The New York Times",Neutral,1.0,2025-02-27 16:55:11
US,Gulf of America or Gulf of Mexico? How Some Communities Are Responding - The New York Times,Neutral,1.0,2025-02-27 16:55:11
US,Supreme Court finds 'radical agreement' in employment discrimination case - ABC News,Neutral,0.99,2025-02-27 16:55:11
US,Here’s Where Trump’s Government Layoffs Reportedly Are—As USAID Employees Booted From Offices - Forbes,Neutral,0.99,2025-02-27 16:55:11
US,Immigration officials say everyone living in the US illegally must register. What does that mean? - ABC7 Los Angeles,Neutral,0.99,2025-02-27 16:55:11
US,"White House bars AP, Reuters and other media from covering Trump cabinet meeting - Reuters",Neutral,1.0,2025-02-27 16:55:11
US,Trump DOGE order directs agencies to build tech to track government spending - Government Executive,Neutral,1.0,2025-02-27 16:55:11
US,Trump Says E.P.A. Layoffs Will Cut Staff by 65 Percent - The New York Times,Neutral,0.99,2025-02-27 16:55:11
US,"Trump threatens to slap 25% tariffs on EU, says bloc was always meant to hurt the U.S. - CNBC",Negative,1.0,2025-02-27 16:55:11
US,Dem support carries Trump's pro-union labor pick past key vote - Fox News,Neutral,0.98,2025-02-27 16:55:11
US,Trump Says Ukraine Should Look to Europe for Any Security Guarantees - The New York Times,Neutral,1.0,2025-02-27 16:55:11
US,EXCLUSIVE: ‘Afghanistan was better.’ NY National Guard members on prison duty during strike describe deplorable conditions inside state facilities - News 12 Westchester,Neutral,1.0,2025-02-27 16:55:12
US,Who will run for Byron Donalds’ seat in Congress? - Florida Politics,Neutral,1.0,2025-02-27 16:55:12
US,"Decline of Christianity in the U.S. Has Slowed, May Have Leveled Off - Pew Research Center",Negative,0.8,2025-02-27 16:55:12
US,Senate defeats Democratic resolution to end Trump’s energy emergency - The Hill,Neutral,1.0,2025-02-27 16:55:12
US,What Trump's Department of Education overhaul could mean - NBC Washington,Neutral,1.0,2025-02-27 16:55:12
US,EU worries over lack of Trump security guarantees for Ukraine - POLITICO Europe,Negative,1.0,2025-02-27 16:55:12
US,NYC Mayor Eric Adams skips forum as he awaits decision on legal fate - The Associated Press,Neutral,1.0,2025-02-27 16:55:12
US,Cuomo Allies Form a Super PAC to Push His Anticipated Bid for Mayor - The New York Times,Neutral,1.0,2025-02-27 16:55:12
US,Trump administration tells NYC to shut down congestion pricing by March 21 - ABC News,Neutral,1.0,2025-02-27 16:55:12
US,"Elon Musk’s big mistake with the IRS, explained in 3 charts - Vox.com",Neutral,0.95,2025-02-27 16:55:12
US,Minnesota cancer researchers face uncertainty amid sudden proposed changes to NIH funding rules - MPR News,Negative,1.0,2025-02-27 16:55:12
US,Sen. Mark Kelly exposes the truth: Everyone is lying about Ukraine | Opinion - Yahoo,Neutral,0.97,2025-02-27 16:55:12
US,High-level EU-US diplomatic talks are called off as transatlantic tensions rise - The Associated Press,Neutral,1.0,2025-02-27 16:55:13
US,Senate Republicans pass major changes to Ohio’s marijuana law - cleveland.com,Neutral,1.0,2025-02-27 16:55:13
US,Janet Mills' ascension to leader of the Trump resistance was years in the making - Maine Public,Neutral,1.0,2025-02-27 16:55:13
US,Woman accused of locking boyfriend in storage unit for days wanted for attempted murder - ABC News,Neutral,0.61,2025-02-27 16:55:13
US,"VA begins reversing contract cancellations that support medical care, facilities - ABC News",Neutral,0.81,2025-02-27 16:55:13
US,"EPA head urges Trump to reconsider scientific finding that underpins climate action, AP sources say - The Associated Press",Neutral,1.0,2025-02-27 16:55:13
US,A Ukraine ceasefire deal is starting to come into view. Would it work? - Vox.com,Neutral,1.0,2025-02-27 16:55:13
US,Nebraska Man Struggles to Change Daughter’s Name From ‘Unakite Thirteen Hotel’ - The New York Times,Neutral,0.98,2025-02-27 16:55:13
US,Nurses’ stories recount terror of armed man’s attack at Pennsylvania hospital - The Associated Press,Neutral,0.82,2025-02-27 16:55:13
US,Republicans Are “Scared Sh*tless” of Trump’s Fans - The New Republic,Negative,0.99,2025-02-27 16:55:13
US,Trump says US will impose additional 10% tariff on China - BBC.com,Neutral,1.0,2025-02-27 16:55:13
Australia,"Australia found out about Chinese navy live-fire drills through a commercial pilot, official says - CNN",Neutral,1.0,2025-02-27 16:55:14
Australia,Nurse in Australia charged over video about killing Israelis - Al Jazeera English,Neutral,1.0,2025-02-27 16:55:14
Australia,Australian universities adopt IHRA-based definition of antisemitism - The Times of Israel,Neutral,1.0,2025-02-27 16:55:14
Australia,"Australia's 'upside down' dinosaur age had two giant predators, 120 million-year-old fossils reveal - Livescience.com",Neutral,1.0,2025-02-27 16:55:14
Australia,"Drake Cancels Rest Of Tour Dates In Australia & New Zealand Due To ""A Scheduling Conflict"" - Deadline",Neutral,0.59,2025-02-27 16:55:14
Australia,Australia: Scores of false killer whales to be euthanised after mass stranding in Tasmania - BBC.com,Neutral,1.0,2025-02-27 16:55:14
Australia,The 1st Australian rocket to launch from Australian soil could reach orbit next month - Space.com,Neutral,0.98,2025-02-27 16:55:14
Australia,"Wellness blogger Belle Gibson lied about having cancer. Years later, Australia is still chasing her - The Associated Press",Neutral,1.0,2025-02-27 16:55:14
Australia,Australia clears Qatar-Virgin deal to spur competition in aviation market - Reuters,Neutral,0.73,2025-02-27 16:55:14
Australia,"Australia faces 'international shame' over removal of Khaled Sabsabi from Venice Biennale, senators told - Art Newspaper",Neutral,1.0,2025-02-27 16:55:14
Australia,Wilson bides her time in Australia's tight wicketkeeping race - ESPNcricinfo,Neutral,1.0,2025-02-27 16:55:14
Australia,Australia’s Green Hydrogen Outlook Seen Souring Before Elections - Bloomberg,Negative,0.59,2025-02-27 16:55:15
Australia,Tropical Cyclone Alfred Stirs Wind and Waves Along Australia’s Coast - The New York Times,Neutral,1.0,2025-02-27 16:55:15
Australia,How to Hire Software Developers in Australia? Process and Costs - Appinventiv,Neutral,1.0,2025-02-27 16:55:15
Australia,Australia ready to kick off 2026 Women's Asian Cup with bang | Daily Sabah - Daily Sabah,Neutral,1.0,2025-02-27 16:55:15
Australia,Buoyant Afghans Plot Australia Downfall After Dumping Out England - Barron's,Negative,0.8,2025-02-27 16:55:15
Australia,"Australia Q4 Business Investment Dips 0.2%, Misses Forecasts - U.S News & World Report Money",Negative,1.0,2025-02-27 16:55:15
Australia,Domestic violence charity cuts ties with Australia's NRL over Trump invite - FRANCE 24 English,Negative,1.0,2025-02-27 16:55:15
Australia,Making stuff here – leading innovator releases blueprint to reinvigorate Australian economy - GlobeNewswire,Positive,1.0,2025-02-27 16:55:15
Australia,To “protect-and- project” – A call for Australian land power in the Indo-Pacific - The Interpreter,Neutral,1.0,2025-02-27 16:55:15
Australia,Veolia Wins Australian Capital Territory Tender to Build and Operate State-of-the-Art Resource Recovery Facility - Business Wire,Neutral,1.0,2025-02-27 16:55:15
Australia,The life-saving reason behind an Australian zoo's plea for deadly spider donations - The Independent,Neutral,0.54,2025-02-27 16:55:15
Australia,"Australia supports Ukraine regardless of relationship with US, Russia: Premier - Anadolu Agency | English",Neutral,1.0,2025-02-27 16:55:16
Australia,"Seek job ads tumble 7.2% in January, South Australia sees growth - Staffing Industry Analysts",Negative,0.96,2025-02-27 16:55:16
Australia,Could US reverse mortgage companies partner with one from Australia? - HousingWire,Neutral,1.0,2025-02-27 16:55:16
Australia,Comments to the Australian Treasury Regarding Proposal of a New Digital Competition Regime - Information Technology and Innovation Foundation,Neutral,1.0,2025-02-27 16:55:16
Australia,"Trina Storage, Pacific Green ink partnership for 500MWh BESS in South Australia - Energy-Storage.news",Neutral,1.0,2025-02-27 16:55:16
Australia,MatSing Approaches Milestone of 2000 Macro Lens Antenna Deployment with Australia's National Broadband Network - Business Wire,Positive,1.0,2025-02-27 16:55:16
Australia,Australia bans DeepSeek on government devices over security risk - BBC.com,Neutral,1.0,2025-02-27 16:55:16
Australia,Delta to expand its Australian footprint - Flightradar24 Blog,Neutral,0.81,2025-02-27 16:55:16
Australia,Happy Pokémon Day 2025 Australia and New Zealand! - nintendo.com,Neutral,1.0,2025-02-27 16:55:16
Australia,"Be careful with DeepSeek, Australia says - so is it safe to use? - BBC.com",Neutral,1.0,2025-02-27 16:55:16
Australia,Henry Longfellow to Shuttle to Australia - BloodHorse.com,Neutral,1.0,2025-02-27 16:55:16
Australia,What’s Missing From Australia’s Gender Equality Strategy? - The Diplomat,Neutral,0.88,2025-02-27 16:55:17
Australia,Australian Government unveils first $313m FMIA Innovation Fund allocation - H2 View,Neutral,1.0,2025-02-27 16:55:17
Australia,ISSF tightens links with Australia - Insidethegames.biz,Neutral,1.0,2025-02-27 16:55:17
Australia,"India scouting for critical mineral assets in Congo, Zambia, Tanzania, Australia: Mines Secretary - Deccan Herald",Neutral,1.0,2025-02-27 16:55:17
Australia,Internationals | Raso scores as Australia suffer defeat - Tottenham Hotspur,Neutral,1.0,2025-02-27 16:55:17
Australia,Ricardo hosts British High Commissioner for discussion on the future of Hydrogen in Australia - Ricardo PLC,Neutral,1.0,2025-02-27 16:55:17
Australia,Telegram faces $1 million fine in Australia for delayed action on child abuse reports - The Times of India,Neutral,0.63,2025-02-27 16:55:17
Australia,What’s in store for the Australian housing market in 2025; and other housing headlines - Asia Property Awards,Neutral,1.0,2025-02-27 16:55:17
Australia,SB20 Australian Championship 2025 at Bellerive Yacht Club - Overall - Sail World,Neutral,1.0,2025-02-27 16:55:17
Australia,Subaru Australia Teases New WRX AWD tS Spec B - HYPEBEAST,Neutral,1.0,2025-02-27 16:55:17
Australia,Chart of the week: Commonwealth of Australia balance sheet - economia,Neutral,1.0,2025-02-27 16:55:17
Australia,Would Australia pay the billion-dollar annual cost of our monarchy? No? Neither should the UK | Graham Smith - The Guardian,Neutral,1.0,2025-02-27 16:55:17
Australia,Commonwealth Games president backs Australia's investment offer for Glasgow 2026 bid - Reuters,Neutral,1.0,2025-02-27 16:55:18
Australia,Commonwealth Bank of Australia’s Profit Falls Amid Competition - The Wall Street Journal,Negative,0.99,2025-02-27 16:55:18
Australia,King Charles says an Australian republic is up to the people - BBC.com,Neutral,1.0,2025-02-27 16:55:18
Australia,"Australia weighs whether to boost foreign aid in wake of Trump cuts, amid warning of global uncertainty - ABC News",Negative,1.0,2025-02-27 16:55:18
Australia,Australia's Kokkinakis undergoes surgery for pectoral injury - CNA,Neutral,1.0,2025-02-27 16:55:18
Australia,Dead passenger placed in seat beside Australian man for four hours - National Post,Neutral,1.0,2025-02-27 16:55:18
Australia,Commonwealth Games Australia offers Scotland multimillion-dollar sum to save 2026 event - The Guardian,Neutral,1.0,2025-02-27 16:55:18
Australia,Australia’s next Eurovision song is one long double entendre - The Australian Financial Review,Neutral,1.0,2025-02-27 16:55:18
Australia,The top five banks in Australia - The Banker,Neutral,1.0,2025-02-27 16:55:18
Australia,Glass art speaks to fragile past – major commission at Australian War Memorial - ArtsHub,Neutral,1.0,2025-02-27 16:55:18
Australia,'Territory' tops Australian titles in Netflix What We Watched Report with 19.5 million views - Inside Film,Neutral,1.0,2025-02-27 16:55:18
Australia,Fortinet recognises top Australian cybersecurity partners - CRN Australia,Neutral,1.0,2025-02-27 16:55:18
Australia,Australia’s cancelled Commonwealth Games - Turner & Townsend,Neutral,1.0,2025-02-27 16:55:19
Australia,England v Australia in Las Vegas: Great Britain Lionesses remember 1996 tour - BBC.com,Neutral,1.0,2025-02-27 16:55:19
Australia,Financial Innovation and the Future of CBDC in Australia | Speeches - Reserve Bank of Australia,Positive,1.0,2025-02-27 16:55:19
Australia,The King and Queen to visit Canberra and Sydney in October - Prime Minister and Cabinet,Neutral,1.0,2025-02-27 16:55:19
Australia,Transforming health and medical research in Australia - Department of Health,Neutral,1.0,2025-02-27 16:55:19
Australia,Immigration and citizenship Website - immi.homeaffairs.gov.au,Neutral,0.99,2025-02-27 16:55:19
Australia,Australian Respiratory Surveillance Reports – 2024 - Department of Health,Neutral,1.0,2025-02-27 16:55:19
Australia,Their Majesties King Charles III and Queen Camilla to visit Australia in October 2024 - Prime Minister and Cabinet,Neutral,1.0,2025-02-27 16:55:19
Australia,South Australia pips rivals to take economic crown: CommSec State of the States - CommBank,Neutral,1.0,2025-02-27 16:55:19
Australia,"Decision to cancel 2026 Commonwealth Games in Australia based on ""overstated"" cost estimates - The Associated Press",Negative,0.86,2025-02-27 16:55:19
Australia,Australian Government Branding Guidelines - Prime Minister and Cabinet,Neutral,1.0,2025-02-27 16:55:19
Australia,"BlackRock to reassess Australian exposure amid stretched valuations, weak growth - Reuters",Negative,1.0,2025-02-27 16:55:19
Australia,Autumn tour to Australia and Samoa announced - The Royal Family,Neutral,1.0,2025-02-27 16:55:20
Canada,Live updates: Trump says 25% tariffs on goods from Mexico and Canada will kick in on March 4 - The Associated Press,Neutral,1.0,2025-02-27 16:55:20
Canada,Ontario Voters Head to the Polls. Here’s What to Know. - The New York Times,Neutral,1.0,2025-02-27 16:55:20
Canada,Canada already is America’s 51st state - Al Jazeera English,Neutral,1.0,2025-02-27 16:55:20
Canada,Trump declares Wayne Gretzky a ‘free agent’ as Canada rift continues - New York Post,Neutral,1.0,2025-02-27 16:55:20
Canada,Possible Remains of Indigenous Women Slain in Canada Found in Landfill - The New York Times,Neutral,1.0,2025-02-27 16:55:20
Canada,"Michigan couple pays for everyone at restaurant in Canada, apologizes for rift with US - WDIV ClickOnDetroit",Neutral,1.0,2025-02-27 16:55:20
Canada,"Will Trump spat with Canada impact beach tourism? NH, Maine business leaders react - Seacoastonline.com",Neutral,1.0,2025-02-27 16:55:20
Canada,Donald Trump revives Canada’s Liberals in electoral turnaround - Financial Times,Neutral,1.0,2025-02-27 16:55:20
Canada,Canada wants new oil pipelines to avoid Trump tariffs; nobody wants to build them - MPR News,Neutral,1.0,2025-02-27 16:55:20
Canada,"Canada is one step closer to high-speed rail, but many hurdles remain - The Conversation Canada",Negative,1.0,2025-02-27 16:55:20
Canada,Canada Says Progress Made on Tightening Border Should Satisfy US - U.S. News & World Report,Neutral,0.97,2025-02-27 16:55:21
Canada,Indra Upgrades the Ground-to-air Communications System of Canada's Department Defence - Business Wire,Neutral,0.88,2025-02-27 16:55:21
Canada,Tidal Grow AgriScience Expands into Canada - Seed World,Positive,0.99,2025-02-27 16:55:21
Canada,"Sezzle Reaches Significant Milestones as Canada's Favourite Buy Now, Pay Later App - GlobeNewswire",Positive,1.0,2025-02-27 16:55:21
Canada,Trump’s 25% tariffs on Canada and Mexico will be a blow to all 3 economies - Brookings Institution,Negative,0.98,2025-02-27 16:55:21
Canada,Meet Alex Loutitt: Canada's fearless trailblazer soaring to ski jumping history - Olympics,Neutral,1.0,2025-02-27 16:55:21
Canada,Fact check: Canada makes up just 0.2% of US border fentanyl seizures - CNN,Neutral,1.0,2025-02-27 16:55:21
Canada,Trudeau says Trump is serious about wanting to annex Canada - The Guardian,Neutral,0.95,2025-02-27 16:55:21
Canada,Pen Underwriting expands cover for recruiters in the US and Canada - Insurance Business,Neutral,1.0,2025-02-27 16:55:21
Canada,Trump Calls Canada a Big Player in the Fentanyl Trade. Is It? - The New York Times,Neutral,1.0,2025-02-27 16:55:21
Canada,Canada: Trudeau resigns citing 'internal battles' in governing party - BBC.com,Neutral,0.87,2025-02-27 16:55:21
Canada,Canadian leaders say Trump's talk about Canada becoming the 51st state isn't funny anymore - The Associated Press,Neutral,1.0,2025-02-27 16:55:22
Canada,Why Canada should join the EU - The Economist,Neutral,0.99,2025-02-27 16:55:22
Canada,Canada’s trade tightrope with ASEAN needs flexibility - East Asia Forum,Neutral,1.0,2025-02-27 16:55:22
Canada,Canada races to revive Commonwealth ties with its U.S. relationship on shaky ground - CBC News,Neutral,1.0,2025-02-27 16:55:22
Canada,Canada deported more people last year to hit highest point since 2015 - CTV News,Positive,1.0,2025-02-27 16:55:22
Canada,"Famed music producer Bob Ezrin renouncing U.S. citizenship, returns to Canada - The Globe and Mail",Neutral,1.0,2025-02-27 16:55:22
Canada,Trump pauses tariffs on Canada imports for 30 days after doing the same for Mexico - CNBC,Neutral,1.0,2025-02-27 16:55:22
Canada,Measles is making a comeback in Canada. What’s driving the surge? - Global News Toronto,Positive,1.0,2025-02-27 16:55:22
Canada,"Sask. snowbirds selling vacation home in Arizona, say they can no longer live in Trump's America - CBC.ca",Neutral,1.0,2025-02-27 16:55:22
Canada,LG and Health Canada recall electric ranges due to fire hazard - CTV News,Negative,1.0,2025-02-27 16:55:22
Canada,Influenza is hitting hard. Data shows fewer Canadians got their flu shot - Global News Toronto,Neutral,0.67,2025-02-27 16:55:22
Canada,"Off-leash dog attacks deer in Banff, prompts Parks Canada investigation - Rocky Mountain Outlook - Bow Valley News",Neutral,0.88,2025-02-27 16:55:23
Canada,The complicated future of Canada’s telco sector - The Logic,Neutral,0.82,2025-02-27 16:55:23
Canada,"Trumps Threatens Tariffs Feb. 1 on Canada, Mexico and China - The New York Times",Negative,0.83,2025-02-27 16:55:23
Canada,Implats Reviewing Future of Canada Mine Amid Palladium Rout - BNN Bloomberg,Neutral,1.0,2025-02-27 16:55:23
Canada,Buffy Sainte-Marie removed from Canadian Museum for Human Rights exhibit - CBC.ca,Neutral,1.0,2025-02-27 16:55:23
Canada,Canada's Shapovalov advances to Mexican Open quarterfinals - Sportsnet.ca,Neutral,1.0,2025-02-27 16:55:23
Canada,Welcome to our new series — How Canada Wins: A blueprint for a prosperous nation - Saltwire,Positive,0.92,2025-02-27 16:55:23
Canada,"OPINION: Immigration can help address Canada’s healthcare crisis – and Canadians agree, according to new survey - Canada Immigration News",Neutral,1.0,2025-02-27 16:55:23
Canada,Prime Minister Justin Trudeau speaks with premiers to discuss the Canada-U.S. relationship and Canada's fight against fentanyl - Prime Minister of Canada,Neutral,1.0,2025-02-27 16:55:23
Canada,Man wanted on Canada-wide warrant seen in downtown Victoria - CHEK News,Neutral,1.0,2025-02-27 16:55:23
Canada,Special weather statement in effect via Environment Canada - Waterfront Media Halifax,Neutral,1.0,2025-02-27 16:55:23
Canada,"RBC tops forecasts with profit jump, boosted by HSBC Canada takeover and capital markets surge - The Globe and Mail",Positive,1.0,2025-02-27 16:55:24
Canada,Mining rebounds as Canada's surprising new growth engine: Philip Cross in the Financial Post | Macdonald-Laurier Institute - The Macdonald-Laurier Institute,Positive,1.0,2025-02-27 16:55:24
Canada,Atlantic Canada still waiting on electric school bus roadmap - Electric Autonomy,Negative,0.74,2025-02-27 16:55:24
Canada,Statement by the Prime Minister on Mahashivratri - Prime Minister of Canada,Neutral,1.0,2025-02-27 16:55:24
Canada,Canada regulator to impose fee on Google for online law's operating costs - Business Standard,Neutral,1.0,2025-02-27 16:55:24
Canada,Carbon Countdown: Canada Announces Draft Federal Offset Protocol on Direct Air Carbon Dioxide Capture and Geological Storage - McMillan LLP,Neutral,1.0,2025-02-27 16:55:24
Canada,How large-emitter trading systems keep Canada’s exporters competitive - Canadian Climate Institute,Neutral,0.99,2025-02-27 16:55:24
Canada,Hydraulic Fracturing: Opportunities for Atlantic Canada - Fraser Institute,Positive,1.0,2025-02-27 16:55:24
Canada,Tennis Canada to award National Bank Open main-draw wild card to Canadian winners of new competition: the Road to the NBO - Tennis Canada,Neutral,1.0,2025-02-27 16:55:24
Canada,"U of T named one of Canada’s Best Diversity Employers in 2025 - The Division of People Strategy, Equity & Culture",Positive,1.0,2025-02-27 16:55:24
Canada,Metro Vancouver still most expensive place to rent in Canada - CityNews Vancouver,Neutral,1.0,2025-02-27 16:55:24
Canada,"2 arrested, 5 rescued in search operation near Canada-U.S. border in Quebec - Global News Toronto",Neutral,1.0,2025-02-27 16:55:25
Canada,Economic and fiscal performance of immigrant-owned firms in Canada - Statistique Canada,Neutral,1.0,2025-02-27 16:55:25
Canada,Canada’s unions holding third emergency meeting in response to U.S. tariffs - Canadian Labour Congress,Neutral,0.99,2025-02-27 16:55:25
Canada,Prime Minister’s Council on Canada-U.S. Relations - Prime Minister of Canada,Neutral,1.0,2025-02-27 16:55:25
Canada,Changing U.S. relationship has thrust Canada's data sovereignty into the spotlight - The Globe and Mail,Neutral,0.97,2025-02-27 16:55:25
Canada,Forest fires - natural-resources.canada.ca,Neutral,1.0,2025-02-27 16:55:25
Canada,Is Canada’s Military Ready for Trump? - Maclean's,Neutral,1.0,2025-02-27 16:55:25
Canada,Minerals and the economy - natural-resources.canada.ca,Neutral,1.0,2025-02-27 16:55:25
Canada,Apple launches Tap to Pay on iPhone in Canada - Apple Newsroom,Neutral,1.0,2025-02-27 16:55:25
Canada,First Ministers’ statement on the Canada-United States relationship - Prime Minister of Canada,Neutral,1.0,2025-02-27 16:55:25
Canada,Canada’s record-breaking wildfires in 2023: A fiery wake-up call - natural-resources.canada.ca,Positive,0.92,2025-02-27 16:55:25
Canada,How Canada Wins: A rapidly growing city never stops planning for the future - Calgary Herald,Negative,0.43,2025-02-27 16:55:26
China,Thailand deports dozens of Uyghurs to China - BBC.com,Neutral,1.0,2025-02-27 16:55:26
China,US to raise tariffs on China and push ahead with Canada and Mexico levies - Financial Times,Negative,0.82,2025-02-27 16:55:26
China,Viral photo makes ‘Puppy Mountain’ in China an instant sensation - The Guardian,Neutral,1.0,2025-02-27 16:55:26
China,DeepSeek spreads across China with Beijing’s backing - Financial Times,Neutral,1.0,2025-02-27 16:55:26
China,China sees opportunity in a world turned upside down by Trump - CNN,Positive,1.0,2025-02-27 16:55:26
China,"Trump Says Canada, Mexico Tariffs to Take Effect, Adds New China Duty - Bloomberg",Neutral,1.0,2025-02-27 16:55:26
China,Planes diverted as China conducts rare military drill near Australia - BBC.com,Neutral,1.0,2025-02-27 16:55:26
China,China’s Xi stresses strength of Russia ties in Putin call as Washington warms to Moscow - CNN,Positive,0.99,2025-02-27 16:55:26
China,"Mainland China launches new drive to tempt Taiwanese to work, invest in Fujian - South China Morning Post",Neutral,1.0,2025-02-27 16:55:26
China,President Trump's target has shifted from China to the EU with 25% threat - Fortune,Neutral,1.0,2025-02-27 16:55:26
China,Is China investable again? - Financial Times,Neutral,1.0,2025-02-27 16:55:26
China,"China Takes Tougher Tone on Taiwan, Announces Military Drills - Bloomberg",Negative,0.65,2025-02-27 16:55:27
China,China’s Motivational Tactic for State Workers: Public Shaming - The New York Times,Neutral,1.0,2025-02-27 16:55:27
China,US calls out ‘dangerous’ Chinese helicopter maneuvers as tensions rise over South China Sea - CNN,Negative,1.0,2025-02-27 16:55:27
China,What does Jack Ma's return to the public spotlight mean? - BBC.com,Neutral,1.0,2025-02-27 16:55:27
China,News $1.5m China-built ship charge would bring return of US port congestion - theloadstar.com,Neutral,0.91,2025-02-27 16:55:27
China,Trump’s China investment curbs may fall short - POLITICO Europe,Negative,0.99,2025-02-27 16:55:27
China,Is China’s military really built for war? New report questions Beijing’s arms buildup - CNN,Neutral,0.94,2025-02-27 16:55:27
China,China condemns US after line on 'Taiwan independence' cut from site - BBC.com,Neutral,1.0,2025-02-27 16:55:27
China,"Trump Eyes a Bigger, Better Trade Deal With China - The New York Times",Neutral,0.73,2025-02-27 16:55:27
China,Nvidia is fighting both Trump and China - The Economist,Negative,1.0,2025-02-27 16:55:27
China,AP investigates Tesla's aggressive legal strategy in China - The Associated Press,Neutral,0.89,2025-02-27 16:55:27
China,VOA Mandarin: Housing rents fall in major cities across China - Voice of America,Neutral,1.0,2025-02-27 16:55:27
China,China Says Plans for Talks With US Military Are in the Works - Bloomberg,Neutral,1.0,2025-02-27 16:55:28
China,Chinese woman with Cambridge degree declines biotech job to become zookeeper - South China Morning Post,Neutral,0.97,2025-02-27 16:55:28
China,China’s unspoken question: who will succeed Xi Jinping? - Financial Times,Neutral,0.97,2025-02-27 16:55:28
China,"Wonwoo, Mithridate and soirees: China’s growing influence at London Fashion Week - Jing Daily",Neutral,0.99,2025-02-27 16:55:28
China,Revealed: Google facilitated Russia and China's censorship requests - The Guardian,Neutral,1.0,2025-02-27 16:55:28
China,Taiwan is investigating a Chinese-crewed ship believed to have severed an undersea cable - The Associated Press,Negative,0.67,2025-02-27 16:55:28
China,Japan warns over threat from China’s chip material export controls - Financial Times,Negative,0.98,2025-02-27 16:55:28
China,China Counters Trump’s Tariffs As Talks Remain in Limbo - The New York Times,Neutral,1.0,2025-02-27 16:55:28
China,Chinese Policymakers Court Foreign Investment with New Action Plan - The US-China Business Council,Neutral,1.0,2025-02-27 16:55:28
China,Beijing says US 'attempts' to sow discord between Russia and China futile - Anadolu Agency | English,Neutral,0.96,2025-02-27 16:55:28
China,Trump's Greenland Obsession Is All About China - The Nation,Neutral,1.0,2025-02-27 16:55:28
China,China’s stunning new campaign to turn the world against Taiwan - The Economist,Negative,1.0,2025-02-27 16:55:28
China,"China Plays Key Role on Climate Change, May Be Looked to for Additional Leadership, COP30 President Says - U.S. News & World Report",Neutral,1.0,2025-02-27 16:55:29
China,Conversations With Chinese Feminists - The Diplomat,Neutral,1.0,2025-02-27 16:55:29
China,Trump tariffs: China's tit-for-tat levies on US take effect - BBC.com,Neutral,1.0,2025-02-27 16:55:29
China,China's Yunnan Unveils Honghe Blueberry Brand Strategy to Drive Industry Growth - Business Wire,Positive,1.0,2025-02-27 16:55:29
China,Valuations and AI driving family office comeback to China - PWM,Neutral,0.98,2025-02-27 16:55:29
